TransactionAmount,TransactionDate,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionType,CustomerOccupation,Channel,Cluster
144.1,2023-07-07 17:24:42,Chicago,57.0,30.0,1.0,11523.64,2024-11-04 08:10:03,Debit,Engineer,Branch,0
72.5,2023-04-10 17:48:18,Fort Worth,40.0,30.0,1.0,12723.62,2024-11-04 08:11:48,Debit,Engineer,Branch,2
74.11,2023-09-08 16:09:45,Virginia Beach,69.0,71.0,4.0,3920.11,2024-11-04 08:08:28,Debit,Retired,Online,3
22.15,2023-05-03 16:26:08,Denver,44.0,73.0,1.0,7451.83,2024-11-04 08:11:03,Debit,Engineer,Branch,0
777.92,2023-06-12 18:56:58,Austin,62.0,97.0,1.0,7061.58,2024-11-04 08:09:32,Debit,Engineer,Branch,0
790.07,2023-05-26 17:32:29,Miami,28.0,197.0,1.0,985.7700000000001,2024-11-04 08:10:46,Debit,Student,Online,1
406.33,2023-10-02 16:41:51,Miami,59.0,103.0,1.0,4298.34,2024-11-04 08:07:41,Debit,Engineer,Branch,0
767.41,2023-09-07 16:28:19,Fort Worth,56.0,26.999999999999996,1.0,12799.34,2024-11-04 08:08:55,Debit,Engineer,Branch,2
4.58,2023-10-19 16:13:30,Atlanta,21.0,135.0,1.0,811.2399999999999,2024-11-04 08:06:26,Debit,Student,Online,1
447.83,2023-08-15 16:22:06,Atlanta,53.0,88.0,1.0,13273.08,2024-11-04 08:07:29,Debit,Engineer,Branch,0
49.67,2023-02-20 18:48:52,Atlanta,21.0,146.0,1.0,842.94,2024-11-04 08:08:23,Debit,Student,Online,1
77.83,2023-12-27 16:40:01,Kansas City,49.0,146.0,1.0,2471.53,2024-11-04 08:10:31,Debit,Engineer,Branch,0
702.87,2023-06-07 17:06:21,Washington,19.0,183.99999999999997,1.0,1237.5,2024-11-04 08:11:14,Debit,Student,Branch,1
133.56,2023-01-24 18:43:06,Atlanta,25.0,177.0,1.0,783.8299999999999,2024-11-04 08:06:58,Debit,Student,Online,1
868.05,2023-01-12 16:35:36,San Diego,49.0,119.0,1.0,3931.03,2024-11-04 08:09:57,Debit,Engineer,Online,2
52.87,2023-03-31 17:25:22,Indianapolis,24.0,70.0,1.0,960.96,2024-11-04 08:11:49,Debit,Student,Branch,1
179.0,2023-09-06 16:01:35,Houston,78.0,121.0,1.0,7310.88,2024-11-04 08:10:18,Debit,Retired,Branch,3
1168.26,2023-06-12 16:25:21,Philadelphia,73.0,37.0,1.0,1385.74,2024-11-04 08:09:53,Debit,Retired,Online,3
384.11,2023-05-15 16:35:43,Fort Worth,58.0,12.0,1.0,7902.5199999999995,2024-11-04 08:06:36,Debit,Retired,Branch,3
227.61,2023-08-07 16:16:26,Houston,71.0,61.00000000000001,1.0,4405.28,2024-11-04 08:07:41,Debit,Retired,Online,3
40.83,2023-08-16 16:40:51,Indianapolis,48.0,24.0,1.0,3944.12,2024-11-04 08:12:04,Debit,Engineer,Branch,2
19.76,2023-03-31 17:50:09,Nashville,20.0,240.0,1.0,1523.04,2024-11-04 08:10:08,Debit,Student,Branch,1
484.24,2023-05-29 16:40:15,Raleigh,67.0,77.0,1.0,8042.299999999999,2024-11-04 08:06:44,Debit,Engineer,Branch,0
494.66,2023-06-19 16:59:35,Houston,33.0,110.0,1.0,5531.93,2024-11-04 08:06:25,Debit,Engineer,Online,2
301.47,2023-01-26 16:13:15,Colorado Springs,21.0,291.0,1.0,560.73,2024-11-04 08:09:25,Debit,Student,Branch,1
199.09,2023-05-19 16:54:16,Detroit,70.0,89.0,1.0,1658.52,2024-11-04 08:08:46,Debit,Engineer,Online,2
38.95,2023-10-18 16:44:17,Los Angeles,27.0,50.00000000000001,1.0,731.52,2024-11-04 08:08:49,Debit,Engineer,Online,2
515.94,2023-12-22 16:42:33,San Francisco,29.0,37.0,1.0,1389.89,2024-11-04 08:11:10,Debit,Engineer,Branch,2
41.93,2023-02-13 16:44:18,Fresno,48.0,136.0,1.0,5081.26,2024-11-04 08:06:24,Debit,Engineer,Branch,2
137.84,2023-11-13 16:03:01,Omaha,27.0,83.0,1.0,1000.3500000000001,2024-11-04 08:09:26,Debit,Student,Branch,1
95.35,2023-07-26 16:27:19,Chicago,21.0,131.0,1.0,1639.9,2024-11-04 08:07:22,Debit,Student,Online,1
93.14,2023-01-02 16:47:11,Memphis,67.0,151.0,1.0,5473.82,2024-11-04 08:07:53,Debit,Retired,Online,3
1427.71,2023-01-24 17:26:34,New York,64.0,159.0,1.0,1729.26,2024-11-04 08:09:30,Debit,Engineer,Branch,0
79.33,2023-12-06 16:10:00,Las Vegas,51.0,109.0,1.0,14798.1,2024-11-04 08:07:06,Debit,Engineer,Online,2
76.89,2023-05-10 17:49:57,Chicago,55.0,132.0,1.0,7374.26,2024-11-04 08:10:31,Debit,Engineer,Branch,2
233.71,2023-03-13 17:30:20,Jacksonville,19.0,297.0,1.0,1231.98,2024-11-04 08:12:09,Debit,Student,Online,1
14.92,2023-05-22 16:51:28,Las Vegas,26.0,120.0,1.0,6611.26,2024-11-04 08:07:33,Debit,Engineer,Branch,0
242.17,2023-06-08 16:28:29,Jacksonville,60.0,147.0,1.0,883.7199999999999,2024-11-04 08:10:41,Debit,Engineer,Branch,2
122.98,2023-07-24 16:15:58,Jacksonville,79.0,228.0,1.0,5055.99,2024-11-04 08:09:50,Debit,Retired,Online,3
129.35,2023-08-28 16:31:48,Las Vegas,52.0,130.0,1.0,7166.88,2024-11-04 08:09:41,Debit,Engineer,Branch,2
138.33,2023-07-07 17:58:29,Dallas,21.0,69.00000000000001,1.0,232.56,2024-11-04 08:09:17,Debit,Student,Online,1
39.31,2023-10-30 17:24:55,Portland,25.0,178.0,1.0,1236.38,2024-11-04 08:06:47,Debit,Student,Online,1
91.85,2023-10-16 16:50:31,Seattle,21.0,148.0,1.0,802.09,2024-11-04 08:12:14,Debit,Student,Online,1
277.7,2023-06-22 16:38:46,Nashville,58.0,107.0,1.0,1423.2,2024-11-04 08:11:43,Debit,Engineer,Branch,0
114.03,2023-11-24 16:30:21,Portland,51.0,172.0,1.0,13388.56,2024-11-04 08:11:42,Debit,Engineer,Branch,2
302.63,2023-02-28 17:24:26,San Jose,27.0,10.0,1.0,2801.28,2024-11-04 08:07:17,Debit,Engineer,Branch,0
31.19,2023-04-25 16:23:59,Charlotte,52.0,74.0,1.0,5545.96,2024-11-04 08:09:33,Debit,Engineer,Branch,2
112.91,2023-11-15 18:04:22,Tucson,27.0,135.0,1.0,4764.48,2024-11-04 08:09:36,Debit,Engineer,Online,2
742.26,2023-06-20 17:04:02,San Diego,27.0,36.0,1.0,7868.189999999999,2024-11-04 08:10:01,Debit,Engineer,Online,2
256.8,2023-02-24 16:49:51,Charlotte,26.0,80.0,1.0,1128.38,2024-11-04 08:09:22,Debit,Student,Branch,1
378.68,2023-01-06 17:23:59,Fort Worth,60.0,239.0,1.0,7627.04,2024-11-04 08:07:11,Debit,Engineer,Branch,2
571.93,2023-09-20 17:44:37,Washington,52.0,119.0,1.0,4026.0300000000007,2024-11-04 08:06:42,Debit,Retired,Online,3
26.31,2023-08-11 16:38:16,Austin,77.0,163.0,1.0,7095.76,2024-11-04 08:06:54,Debit,Retired,Online,3
205.58,2023-08-16 17:49:13,Portland,20.0,159.0,1.0,1501.95,2024-11-04 08:07:55,Debit,Student,Online,1
533.61,2023-12-20 16:17:11,Mesa,48.0,115.0,1.0,3656.93,2024-11-04 08:11:43,Debit,Engineer,Online,2
428.62,2023-06-05 16:02:04,Raleigh,55.0,72.0,1.0,3473.24,2024-11-04 08:10:24,Debit,Retired,Branch,3
361.22,2023-04-17 17:58:55,Raleigh,64.0,167.0,1.0,7061.73,2024-11-04 08:10:24,Debit,Retired,Branch,3
837.29,2023-11-27 16:14:25,Phoenix,25.0,215.99999999999997,1.0,6012.67,2024-11-04 08:07:12,Debit,Student,Branch,1
117.25,2023-04-03 16:35:30,Atlanta,31.0,73.0,1.0,13694.68,2024-11-04 08:08:29,Debit,Engineer,Online,2
135.27,2023-08-10 16:16:41,Atlanta,48.0,131.0,1.0,9410.51,2024-11-04 08:09:32,Debit,Engineer,Branch,2
185.1,2023-08-08 16:21:01,Albuquerque,53.0,22.999999999999996,1.0,6115.63,2024-11-04 08:10:41,Debit,Retired,Branch,3
113.54,2023-09-22 16:42:46,Columbus,38.0,273.0,1.0,5581.21,2024-11-04 08:08:45,Debit,Engineer,Online,2
354.96,2023-11-29 16:27:38,Fort Worth,69.0,96.0,1.0,6712.94,2024-11-04 08:08:19,Debit,Engineer,Online,2
224.22,2023-01-23 18:45:00,Fresno,53.0,37.0,1.0,8400.87,2024-11-04 08:12:18,Debit,Engineer,Branch,0
737.1,2023-07-19 16:11:01,Washington,60.0,91.99999999999999,1.0,4644.19,2024-11-04 08:11:08,Debit,Retired,Branch,3
223.22,2023-07-17 16:20:27,Fort Worth,27.0,96.0,1.0,1734.22,2024-11-04 08:08:15,Debit,Student,Branch,1
557.26,2023-10-04 17:06:57,San Jose,69.0,53.00000000000001,1.0,5237.12,2024-11-04 08:09:49,Debit,Engineer,Branch,2
1496.57,2023-02-27 16:18:28,Memphis,33.0,95.0,1.0,969.06,2024-11-04 08:06:37,Debit,Engineer,Online,2
27.44,2023-11-06 17:23:43,Boston,62.0,164.0,1.0,5950.48,2024-11-04 08:08:43,Debit,Retired,Branch,3
310.09,2023-11-24 16:49:29,Detroit,36.0,166.0,1.0,9962.5,2024-11-04 08:10:52,Debit,Engineer,Branch,0
80.38,2023-03-06 16:25:52,Kansas City,52.0,116.00000000000001,1.0,9662.88,2024-11-04 08:09:54,Debit,Engineer,Online,2
26.1,2023-12-01 17:45:05,Detroit,66.0,115.0,1.0,5243.0,2024-11-04 08:10:24,Debit,Engineer,Branch,0
845.14,2023-01-09 16:21:35,Oklahoma City,73.0,183.0,1.0,1702.65,2024-11-04 08:11:10,Debit,Retired,Branch,3
59.73,2023-05-22 16:38:39,Fresno,27.0,56.0,1.0,800.93,2024-11-04 08:10:10,Debit,Student,Branch,1
758.77,2023-06-23 16:12:15,San Antonio,60.0,114.0,1.0,7231.47,2024-11-04 08:08:24,Debit,Engineer,Branch,2
301.51,2023-02-24 16:33:33,Charlotte,22.0,284.0,1.0,1052.31,2024-11-04 08:11:09,Debit,Student,Branch,1
418.03,2023-09-04 17:46:40,Austin,58.0,161.0,1.0,10721.29,2024-11-04 08:08:43,Debit,Engineer,Online,2
118.06,2023-05-24 17:07:57,Las Vegas,32.0,30.999999999999996,1.0,13560.63,2024-11-04 08:07:10,Debit,Engineer,Branch,0
483.92,2023-10-16 18:57:30,New York,70.0,115.0,1.0,3138.0,2024-11-04 08:06:59,Debit,Retired,Branch,3
78.93,2023-02-17 16:41:31,Mesa,38.0,145.0,1.0,9916.24,2024-11-04 08:12:17,Debit,Engineer,Branch,2
36.63,2023-05-04 17:02:55,Miami,75.0,261.0,1.0,7941.73,2024-11-04 08:07:35,Debit,Retired,Branch,3
87.85,2023-12-13 17:25:54,Colorado Springs,49.0,63.0,1.0,3753.2400000000002,2024-11-04 08:07:16,Debit,Engineer,Branch,0
1001.83,2023-07-17 17:46:06,Philadelphia,31.0,55.0,1.0,9733.83,2024-11-04 08:11:43,Debit,Engineer,Online,2
705.34,2023-09-12 18:52:56,Washington,59.0,123.99999999999999,1.0,5003.22,2024-11-04 08:12:18,Debit,Engineer,Online,2
146.55,2023-08-03 18:35:54,Virginia Beach,54.0,123.99999999999999,5.0,4087.4400000000005,2024-11-04 08:07:38,Debit,Retired,Online,3
116.89,2023-11-20 16:31:15,Columbus,71.0,226.0,1.0,4880.31,2024-11-04 08:06:37,Debit,Retired,Online,3
106.41,2023-01-16 16:37:34,Los Angeles,57.0,87.0,1.0,1310.38,2024-11-04 08:07:01,Debit,Retired,Branch,3
1087.9,2023-03-27 18:06:17,Boston,78.0,103.0,1.0,2513.51,2024-11-04 08:12:04,Debit,Retired,Branch,3
584.41,2023-01-02 16:51:47,Las Vegas,23.0,41.0,1.0,4475.22,2024-11-04 08:11:29,Debit,Student,Branch,1
584.98,2023-06-12 16:25:22,Chicago,55.0,121.0,1.0,6521.05,2024-11-04 08:07:59,Debit,Retired,Branch,3
79.21,2023-11-24 17:52:34,Colorado Springs,56.0,140.0,1.0,1615.04,2024-11-04 08:07:01,Debit,Retired,Branch,3
173.13,2023-10-05 16:46:31,Atlanta,20.0,288.0,1.0,1490.34,2024-11-04 08:07:24,Debit,Student,Online,1
335.7,2023-01-30 17:47:41,El Paso,80.0,57.0,1.0,6601.44,2024-11-04 08:10:11,Debit,Retired,Branch,3
1225.5,2023-11-27 16:02:08,Las Vegas,50.0,109.0,1.0,8611.17,2024-11-04 08:11:41,Debit,Engineer,Online,2
422.81,2023-11-20 16:07:20,Los Angeles,28.0,193.0,1.0,1929.2799999999997,2024-11-04 08:10:28,Debit,Student,Branch,1
135.43,2023-10-06 16:14:51,San Jose,57.0,91.99999999999999,1.0,5315.83,2024-11-04 08:08:57,Debit,Retired,Branch,3
584.88,2023-12-19 17:19:47,Philadelphia,26.0,121.0,1.0,548.45,2024-11-04 08:11:03,Debit,Student,Branch,1
308.94,2023-04-03 16:35:29,Los Angeles,25.0,167.0,1.0,1931.6599999999999,2024-11-04 08:07:47,Debit,Student,Online,1
295.93,2023-02-20 17:26:39,Boston,36.0,117.0,1.0,1050.63,2024-11-04 08:09:56,Debit,Engineer,Branch,0
1512.99,2023-08-08 17:15:50,Philadelphia,19.0,50.00000000000001,1.0,9963.39,2024-11-04 08:09:45,Debit,Student,Online,1
77.44,2023-06-26 16:28:59,Washington,58.0,268.0,1.0,1950.63,2024-11-04 08:10:59,Debit,Retired,Branch,3
92.5,2023-09-25 16:22:10,Seattle,40.0,70.0,1.0,6295.45,2024-11-04 08:08:25,Debit,Engineer,Online,2
97.74,2023-09-04 16:46:29,Los Angeles,41.0,137.0,1.0,4113.63,2024-11-04 08:07:15,Debit,Engineer,Online,2
291.68,2023-08-07 18:07:57,Columbus,21.0,90.0,1.0,1451.02,2024-11-04 08:11:59,Debit,Student,Branch,1
56.96,2023-06-26 17:38:30,Albuquerque,22.0,135.0,1.0,1597.85,2024-11-04 08:07:18,Debit,Student,Branch,1
436.8,2023-07-03 16:15:11,Seattle,27.0,91.99999999999999,1.0,1256.33,2024-11-04 08:10:00,Debit,Student,Online,1
259.49,2023-06-09 16:31:56,Austin,72.0,292.0,1.0,7320.61,2024-11-04 08:07:31,Debit,Retired,Online,3
726.26,2023-02-13 17:13:49,Omaha,57.0,147.0,1.0,2150.38,2024-11-04 08:06:49,Debit,Retired,Online,3
568.68,2023-04-25 18:47:16,Houston,72.0,101.0,1.0,2940.04,2024-11-04 08:08:39,Debit,Retired,Branch,3
77.57,2023-12-13 17:02:21,Atlanta,49.0,225.0,1.0,12801.93,2024-11-04 08:07:54,Debit,Engineer,Online,2
999.28,2023-05-22 17:45:50,Boston,29.0,40.0,1.0,4272.41,2024-11-04 08:12:15,Debit,Engineer,Online,2
14.16,2023-01-09 16:49:07,Oklahoma City,74.0,290.0,1.0,5399.76,2024-11-04 08:10:20,Debit,Retired,Branch,3
1142.83,2023-07-14 17:44:23,Omaha,61.0,48.0,1.0,2467.39,2024-11-04 08:11:26,Debit,Retired,Branch,3
61.330000000000005,2023-09-20 18:18:00,Raleigh,27.0,129.0,1.0,7537.400000000001,2024-11-04 08:06:27,Debit,Engineer,Branch,2
27.64,2023-06-09 17:14:26,New York,54.0,22.999999999999996,1.0,7498.509999999999,2024-11-04 08:08:22,Debit,Engineer,Online,2
3.85,2023-04-17 16:27:27,San Jose,29.0,32.0,1.0,10506.41,2024-11-04 08:08:51,Debit,Engineer,Branch,2
431.22,2023-04-21 16:25:49,Austin,73.0,129.0,1.0,6505.98,2024-11-04 08:07:30,Debit,Retired,Branch,3
178.55,2023-12-15 16:16:30,Houston,55.0,67.0,1.0,7568.400000000001,2024-11-04 08:12:21,Debit,Engineer,Branch,0
248.76,2023-05-24 16:12:18,Denver,18.0,56.0,1.0,546.46,2024-11-04 08:06:33,Debit,Student,Branch,1
76.16,2023-11-21 16:45:29,San Francisco,23.0,99.0,1.0,1072.25,2024-11-04 08:12:04,Debit,Student,Branch,1
347.25,2023-01-30 18:49:52,Indianapolis,69.0,250.0,1.0,7273.55,2024-11-04 08:08:01,Debit,Engineer,Branch,2
28.04,2023-02-15 16:37:09,Los Angeles,57.0,146.0,5.0,11197.54,2024-11-04 08:12:17,Debit,Engineer,Branch,2
325.98,2023-07-20 16:58:39,Washington,19.0,277.0,1.0,782.35,2024-11-04 08:08:23,Debit,Student,Branch,1
249.56000000000003,2023-11-20 16:05:05,New York,76.0,246.0,1.0,4444.95,2024-11-04 08:11:08,Debit,Retired,Branch,3
17.43,2023-02-23 16:21:38,Albuquerque,56.0,33.0,1.0,10658.88,2024-11-04 08:08:36,Debit,Engineer,Branch,2
198.01,2023-04-24 17:46:41,Austin,26.0,40.0,1.0,250.93000000000004,2024-11-04 08:10:09,Debit,Student,Branch,1
585.58,2023-09-04 16:13:40,Raleigh,23.0,55.0,1.0,1729.02,2024-11-04 08:09:16,Debit,Student,Branch,1
434.67,2023-12-05 18:33:02,Virginia Beach,27.0,123.99999999999999,1.0,1298.13,2024-11-04 08:10:09,Debit,Student,Online,1
510.7,2023-06-07 16:35:27,Nashville,27.0,294.0,1.0,5828.48,2024-11-04 08:07:57,Debit,Student,Online,1
331.98,2023-08-28 16:40:01,Denver,74.0,12.0,1.0,7600.99,2024-11-04 08:09:26,Debit,Retired,Branch,3
199.54,2023-10-10 17:24:33,Portland,56.0,268.0,1.0,9603.73,2024-11-04 08:10:49,Debit,Engineer,Online,2
212.97,2023-11-14 16:56:34,Atlanta,59.0,178.0,1.0,4180.4,2024-11-04 08:10:42,Debit,Engineer,Online,2
270.56,2023-02-17 16:57:32,Philadelphia,23.0,139.0,1.0,1268.44,2024-11-04 08:08:05,Debit,Student,Online,1
306.37,2023-06-27 18:26:08,Colorado Springs,26.0,120.0,1.0,9609.67,2024-11-04 08:07:43,Debit,Engineer,Branch,2
643.02,2023-10-02 17:47:19,Detroit,38.0,85.0,1.0,11989.39,2024-11-04 08:07:01,Debit,Engineer,Branch,2
98.48,2023-02-16 17:14:41,Miami,47.0,12.0,1.0,9538.92,2024-11-04 08:11:29,Debit,Engineer,Branch,0
889.01,2023-08-29 17:55:07,Virginia Beach,36.0,169.0,1.0,4826.88,2024-11-04 08:11:23,Debit,Engineer,Online,2
537.86,2023-09-19 16:44:21,Kansas City,27.0,134.0,1.0,293.06,2024-11-04 08:09:27,Debit,Student,Online,1
241.18,2023-05-30 18:29:15,Mesa,25.0,162.0,1.0,1445.53,2024-11-04 08:06:56,Debit,Student,Branch,1
130.54,2023-04-05 17:20:36,Atlanta,64.0,94.0,1.0,11204.62,2024-11-04 08:09:50,Debit,Engineer,Branch,2
800.29,2023-12-04 16:25:27,San Diego,20.0,84.00000000000001,1.0,693.4,2024-11-04 08:11:42,Debit,Student,Branch,1
8.81,2023-05-22 16:57:30,Dallas,57.0,165.0,1.0,13523.65,2024-11-04 08:09:40,Debit,Engineer,Online,2
28.52,2023-06-02 16:54:12,Detroit,20.0,163.0,1.0,662.51,2024-11-04 08:08:28,Debit,Student,Branch,1
431.31,2023-05-01 16:18:16,Atlanta,23.0,99.0,1.0,342.73,2024-11-04 08:09:29,Debit,Student,Online,1
885.33,2023-08-22 18:41:50,Raleigh,47.0,59.00000000000001,1.0,7764.159999999999,2024-11-04 08:10:03,Debit,Engineer,Branch,2
199.23,2023-09-04 16:04:27,Tucson,29.0,53.99999999999999,1.0,9834.0,2024-11-04 08:07:46,Debit,Engineer,Branch,2
42.26,2023-10-26 16:19:25,Raleigh,44.0,171.0,1.0,268.77,2024-11-04 08:09:35,Debit,Engineer,Branch,2
166.06,2023-07-14 16:06:06,Indianapolis,30.0,172.0,1.0,5397.68,2024-11-04 08:07:04,Debit,Engineer,Branch,2
357.72,2023-08-07 17:29:48,Miami,53.0,25.000000000000004,1.0,7659.500000000001,2024-11-04 08:11:19,Debit,Retired,Branch,3
588.37,2023-01-05 17:48:29,Dallas,28.0,284.0,1.0,1926.0799999999997,2024-11-04 08:07:39,Debit,Student,Online,1
72.82,2023-11-10 16:50:35,Houston,68.0,127.0,1.0,6911.62,2024-11-04 08:06:49,Debit,Engineer,Online,2
162.36,2023-11-22 16:10:32,Tucson,36.0,147.0,1.0,7527.040000000001,2024-11-04 08:09:02,Debit,Engineer,Online,2
584.82,2023-10-17 16:11:26,Nashville,43.0,109.0,1.0,12071.1,2024-11-04 08:09:47,Debit,Engineer,Online,2
38.15,2023-10-06 16:37:16,Oklahoma City,72.0,129.0,1.0,1425.47,2024-11-04 08:12:23,Debit,Retired,Online,3
477.54,2023-08-21 17:20:05,San Francisco,23.0,52.00000000000001,1.0,1598.63,2024-11-04 08:06:48,Debit,Student,Branch,1
639.57,2023-12-18 16:25:18,Philadelphia,60.0,43.0,1.0,11726.47,2024-11-04 08:12:02,Debit,Engineer,Branch,0
58.23,2023-07-26 17:25:23,Phoenix,28.0,34.0,1.0,9189.76,2024-11-04 08:09:59,Debit,Student,Online,1
776.21,2023-02-22 17:15:20,Raleigh,78.0,99.0,1.0,4895.87,2024-11-04 08:06:38,Debit,Retired,Online,3
248.76,2023-03-20 18:51:53,Portland,21.0,117.0,1.0,6178.77,2024-11-04 08:09:07,Debit,Student,Branch,1
188.61,2024-01-01 17:16:23,Boston,67.0,26.0,1.0,7167.57,2024-11-04 08:06:23,Debit,Retired,Online,3
675.37,2023-12-29 16:45:06,Jacksonville,56.0,30.999999999999996,1.0,4704.91,2024-11-04 08:11:11,Debit,Retired,Online,3
94.82,2023-03-21 16:36:30,Columbus,67.0,56.0,1.0,1267.72,2024-11-04 08:12:17,Debit,Retired,Branch,3
425.18,2023-02-20 16:16:39,Fresno,59.0,135.0,1.0,5790.55,2024-11-04 08:11:26,Debit,Engineer,Online,2
50.28,2023-02-02 16:20:28,Oklahoma City,60.0,65.0,1.0,5729.1,2024-11-04 08:06:46,Debit,Engineer,Branch,0
864.72,2023-08-25 16:35:39,Detroit,34.0,58.00000000000001,1.0,7379.38,2024-11-04 08:11:10,Debit,Engineer,Branch,0
70.68,2023-11-22 17:01:08,El Paso,25.0,105.0,1.0,1478.41,2024-11-04 08:10:55,Debit,Student,Online,1
261.77,2023-01-12 18:07:21,Chicago,28.0,45.99999999999999,1.0,824.7099999999999,2024-11-04 08:11:48,Debit,Student,Online,1
183.22,2023-10-05 18:40:15,Milwaukee,27.0,63.0,1.0,1024.42,2024-11-04 08:07:27,Debit,Student,Branch,1
58.32,2023-07-31 16:21:15,Louisville,29.0,275.0,4.0,6027.49,2024-11-04 08:06:58,Debit,Engineer,Branch,0
156.86,2023-01-30 16:37:53,Charlotte,51.0,102.0,1.0,14453.35,2024-11-04 08:10:27,Debit,Engineer,Branch,2
120.67,2023-12-25 18:16:39,Colorado Springs,42.0,233.0,1.0,5374.54,2024-11-04 08:12:08,Debit,Engineer,Branch,2
308.62,2023-10-06 18:59:06,Sacramento,59.0,101.0,1.0,9148.08,2024-11-04 08:06:47,Debit,Engineer,Branch,0
506.81,2023-12-20 16:17:24,Milwaukee,59.0,41.0,1.0,2757.23,2024-11-04 08:08:00,Debit,Engineer,Branch,2
328.39,2023-11-09 16:47:01,New York,41.0,107.99999999999999,1.0,2523.83,2024-11-04 08:11:57,Debit,Engineer,Branch,2
796.3,2023-03-22 16:03:01,Austin,67.0,64.0,1.0,1498.79,2024-11-04 08:08:32,Debit,Retired,Branch,3
72.47,2023-10-17 18:02:43,Boston,29.0,72.0,1.0,1305.56,2024-11-04 08:11:10,Debit,Engineer,Online,2
279.6,2023-05-31 16:28:06,Fort Worth,25.0,131.0,1.0,1910.9000000000003,2024-11-04 08:06:53,Debit,Student,Branch,1
304.2,2023-06-08 16:06:13,Indianapolis,25.0,102.0,1.0,423.64,2024-11-04 08:10:19,Debit,Student,Online,1
351.38,2023-06-26 18:41:55,New York,64.0,21.000000000000004,1.0,7606.63,2024-11-04 08:06:32,Debit,Retired,Branch,3
86.07,2023-11-20 18:40:45,Dallas,31.0,22.999999999999996,1.0,842.5599999999998,2024-11-04 08:12:19,Debit,Engineer,Branch,0
604.5,2023-08-08 18:39:24,Portland,28.0,80.0,1.0,709.4199999999998,2024-11-04 08:06:32,Debit,Student,Branch,1
258.7,2023-02-22 17:12:15,Charlotte,27.0,123.0,1.0,1358.37,2024-11-04 08:06:36,Debit,Student,Branch,1
994.6299999999999,2023-06-21 16:00:07,Austin,61.0,158.0,1.0,13538.14,2024-11-04 08:09:25,Debit,Engineer,Online,2
11.46,2023-01-31 17:14:32,Austin,75.0,64.0,1.0,7258.33,2024-11-04 08:08:10,Debit,Retired,Branch,3
63.75999999999999,2023-06-27 17:44:24,San Antonio,69.0,100.00000000000001,1.0,4980.26,2024-11-04 08:10:22,Debit,Retired,Branch,3
446.83,2023-06-26 18:51:31,Miami,55.0,143.0,1.0,1623.5,2024-11-04 08:09:33,Debit,Retired,Branch,3
63.540000000000006,2023-05-22 18:23:18,Dallas,26.0,136.0,1.0,4401.78,2024-11-04 08:07:31,Debit,Engineer,Branch,2
81.11,2023-10-16 18:07:26,Charlotte,48.0,110.0,1.0,2051.37,2024-11-04 08:07:46,Debit,Engineer,Online,2
441.26,2023-02-27 16:07:46,Tucson,58.0,87.0,5.0,13704.92,2024-11-04 08:11:41,Debit,Engineer,Branch,0
170.96,2023-12-28 16:46:46,Washington,64.0,69.00000000000001,1.0,13374.89,2024-11-04 08:06:53,Debit,Engineer,Branch,0
48.51,2023-01-09 17:22:18,Austin,22.0,69.00000000000001,1.0,3363.23,2024-11-04 08:10:53,Debit,Student,Branch,1
325.03,2023-01-11 17:04:19,Jacksonville,60.0,106.0,1.0,13521.76,2024-11-04 08:10:08,Debit,Engineer,Branch,0
125.83,2023-05-29 17:14:03,Los Angeles,57.0,138.0,1.0,6109.86,2024-11-04 08:11:30,Debit,Retired,Branch,3
506.83,2023-04-24 17:27:12,Indianapolis,37.0,45.0,1.0,9975.79,2024-11-04 08:07:31,Debit,Engineer,Branch,0
738.94,2023-10-09 18:54:21,Philadelphia,41.0,173.0,1.0,13856.18,2024-11-04 08:08:51,Debit,Engineer,Branch,0
180.36,2023-05-30 16:12:10,Oklahoma City,33.0,55.0,1.0,9905.23,2024-11-04 08:06:40,Debit,Engineer,Online,2
225.1,2023-12-11 17:28:44,Boston,28.0,35.0,1.0,1547.71,2024-11-04 08:07:08,Debit,Student,Branch,1
359.51,2023-11-30 18:08:39,Charlotte,79.0,157.0,1.0,7153.72,2024-11-04 08:12:11,Debit,Retired,Online,3
720.46,2023-12-07 16:10:40,Tucson,54.0,44.0,1.0,3101.54,2024-11-04 08:08:35,Debit,Retired,Branch,3
1116.57,2023-02-23 16:54:09,Tucson,56.0,104.0,1.0,1393.14,2024-11-04 08:07:14,Debit,Retired,Branch,3
291.46,2023-02-08 16:29:56,Miami,57.0,135.0,1.0,7142.53,2024-11-04 08:10:03,Debit,Retired,Branch,3
1192.95,2023-12-04 18:30:00,Las Vegas,23.0,73.0,1.0,325.15,2024-11-04 08:08:01,Debit,Student,Branch,1
98.24,2023-04-10 17:58:46,Mesa,28.0,148.0,1.0,580.66,2024-11-04 08:08:58,Debit,Student,Online,1
100.48,2023-02-17 16:53:25,Milwaukee,18.0,104.0,1.0,6149.81,2024-11-04 08:12:12,Debit,Student,Branch,1
45.9,2023-07-04 18:55:57,Columbus,56.0,264.0,1.0,5698.25,2024-11-04 08:07:45,Debit,Engineer,Branch,0
258.21,2023-11-27 17:19:31,San Antonio,39.0,225.0,1.0,9562.41,2024-11-04 08:10:11,Debit,Engineer,Online,2
